timestamp,hour,month,irradiance,temperature,wind_speed,power_output
2023-01-01 00:00:00,0,1,0.0,0.9547810525454341,3.3793356145982094,0.0
2023-01-01 01:00:00,1,1,0.0,1.065344822009868,0.40489624272190355,0.0
2023-01-01 02:00:00,2,1,0.0,0.5863469104839985,3.697476744037965,0.0
2023-01-01 03:00:00,3,1,0.0,0.9929683152727827,2.0335823155942245,0.0
2023-01-01 04:00:00,4,1,0.0,-0.20569709589172436,2.977177123792452,0.0
2023-01-01 05:00:00,5,1,0.0,2.9606328617504003,5.381784557658224,0.0
2023-01-01 06:00:00,6,1,68.12256899668364,1.4930737806344654,6.686107477928679,111.61698757603034
2023-01-01 07:00:00,7,1,123.23921710764301,3.0819548377521397,4.689319211618738,214.08954980728006
2023-01-01 08:00:00,8,1,221.53364751650884,5.412251187319955,1.5939260644485556,407.1294626820001
2023-01-01 09:00:00,9,1,339.3910217550486,9.780394330237629,2.0550534883459948,611.3742395703175
2023-01-01 10:00:00,10,1,128.3959766876057,8.39248964599173,1.0640449793507094,223.6085311971887
2023-01-01 11:00:00,11,1,486.81515919355473,11.90484095842283,4.606873815510469,820.0773075140297
2023-01-01 12:00:00,12,1,500.98724217612613,14.866727493850428,2.34717098332243,761.0906845198341
2023-01-01 13:00:00,13,1,265.387380861575,9.641963301678699,4.107458598845614,460.3857075869656
2023-01-01 14:00:00,14,1,406.79452002492286,14.896311123082992,1.9946441573824951,682.7137831809722
2023-01-01 15:00:00,15,1,315.9605265990479,13.950569183676123,2.4981070839858925,490.77639596380277
2023-01-01 16:00:00,16,1,50.74011817451789,9.49719772150596,3.117581583910934,85.48148136457469
2023-01-01 17:00:00,17,1,149.8784616250542,11.96651194188569,3.7709416330789693,249.71201392846484
2023-01-01 18:00:00,18,1,82.22617316887721,8.130573854220568,2.9124625119259124,144.91649863398465
2023-01-01 19:00:00,19,1,0.0,7.497111325860587,0.4570430952538943,0.0
2023-01-01 20:00:00,20,1,0.0,6.410406511377117,3.939521544361464,0.0
2023-01-01 21:00:00,21,1,0.0,5.350035265479791,2.5163324932785436,0.0
2023-01-01 22:00:00,22,1,0.0,4.605913448615061,2.8017472034471806,0.0
2023-01-01 23:00:00,23,1,0.0,2.7618065022283846,4.9294138800977025,0.0
2023-01-02 00:00:00,0,1,0.0,2.4545083445709865,1.8687321827714058,0.0
2023-01-02 01:00:00,1,1,0.0,0.6451178916573179,0.8091729153832365,0.0
2023-01-02 02:00:00,2,1,0.0,0.6143583541296372,1.1504119707843332,0.0
2023-01-02 03:00:00,3,1,0.0,0.11214803565697645,1.4625404991175945,0.0
2023-01-02 04:00:00,4,1,0.0,-0.9380618016383526,4.722447882106135,0.0
2023-01-02 05:00:00,5,1,0.0,1.9452403465954957,1.4353245534797439,0.0
2023-01-02 06:00:00,6,1,66.18716398836712,0.07086996051598371,1.611723140572349,115.98200560138679
2023-01-02 07:00:00,7,1,148.24031873338765,4.082563398151108,2.4957532881321502,242.59330498356516
2023-01-02 08:00:00,8,1,204.47077958881968,6.536737046694492,0.21496193428243052,342.27821641306565
2023-01-02 09:00:00,9,1,154.9545976402442,6.633551587723004,3.4348725843673367,290.74644158458193
2023-01-02 10:00:00,10,1,470.6913241631242,10.964564570137755,3.077925109708331,814.5067836409742
2023-01-02 11:00:00,11,1,502.6667145376054,11.651800203922617,0.3960050857758215,847.8523258777996
2023-01-02 12:00:00,12,1,530.7951731594063,14.840101628892462,0.48762308967295254,817.8527226384812
2023-01-02 13:00:00,13,1,231.528729101692,13.45893362720619,2.547439320417201,375.4319861951376
2023-01-02 14:00:00,14,1,413.38011594682933,14.902291571631181,1.6908938235565434,661.9537268024585
2023-01-02 15:00:00,15,1,336.32556563264666,14.810295346059418,2.79296315855325,557.6092839360095
2023-01-02 16:00:00,16,1,231.72762801863198,11.92432188550284,1.0774064893156654,383.4063347902374
2023-01-02 17:00:00,17,1,126.61950019615752,9.003404431250209,1.4341568984821336,230.00302515973496
2023-01-02 18:00:00,18,1,70.41200126469357,10.547975680425335,1.0071956177836268,126.0261625998514
2023-01-02 19:00:00,19,1,0.0,6.247830483412953,2.09479085836792,0.0
2023-01-02 20:00:00,20,1,0.0,9.591792386986945,1.6426822383895945,0.0
2023-01-02 21:00:00,21,1,0.0,5.852354305408119,3.3516239318244607,0.0
2023-01-02 22:00:00,22,1,0.0,3.9871569055661715,2.5172739364994747,0.0
